2022-05-05 18:44:04.760564,0,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:04.765579,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.674503,0,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.706073,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.721783,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.736993,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.753165,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.769235,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.801038,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.816588,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.832129,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.847397,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.870049,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.895814,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.911395,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.926921,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.942643,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.970304,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:05.974395,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.006211,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.021787,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.037313,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.052511,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.071065,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.100785,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.115894,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.131906,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.147548,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.171268,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.195377,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.210956,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.226540,0,0,0,0,0,0,0,0,"
"
2022-05-05 18:44:06.241657,0,0,0,0,0,0,0,0,"
"
